team,orating,drating,combined
Sydney,34.986120497064974,20.670041917013663,27.828081207039318
Hawthorn,27.556666666956456,15.81445922345055,21.685562945203504
Brisbane Lions,31.66055266024196,6.346826762250656,19.00368971124631
Geelong,31.590857365055705,0.41885500742041604,16.00485618623806
Fremantle,6.257564688947468,9.423730468126095,7.840647578536782
Western Bulldogs,21.54065025546049,-10.013998830009433,5.763325712725529
Melbourne,11.027871589104912,-7.959408073907458,1.534231757598727
Gold Coast,13.0051570227816,-10.455807202339265,1.274674910221167
Collingwood,-12.488999746191556,14.802343665672666,1.1566719597405548
Greater Western Sydney,9.286573699247162,-8.166844476001195,0.5598646116229835
Port Adelaide,-4.096749926535202,3.987742405625981,-0.054503760454610584
St Kilda,3.886025556346312,-8.307983788102325,-2.2109791158780063
Adelaide,-1.05482376359417,-4.980170603204332,-3.017497183399251
North Melbourne,2.589269641318741,-12.564683092301575,-4.987706725491417
Carlton,-0.5102506241409257,-12.232096763478506,-6.371173693809716
Essendon,-22.230146411086235,-28.719802321270585,-25.474974366178408
Richmond,-32.22572414583155,-28.07766313501071,-30.15169364042113
West Coast,-24.587296651880003,-36.16961393631805,-30.378455294099027
