team,orating,drating,combined
Geelong,27.53285637732144,10.18176403318708,37.716
Brisbane Lions,22.65849921685328,14.081410993772188,36.743
Western Bulldogs,28.1610526660545,0.14660581706123316,28.307999999999996
Hawthorn,6.296182548185972,10.493206290174843,16.785999999999998
Collingwood,-0.0033394582927813794,13.68959611102747,13.685
Fremantle,3.4726913750715664,9.138576897656513,12.613999999999999
Adelaide,3.496120447911839,7.9922964192465695,11.487
Gold Coast,5.108621608870701,4.395118014609053,9.506
Greater Western Sydney,9.799309140809621,-0.31758485710940293,9.485
Sydney,0.1128754679111192,2.7254036963473367,2.8349999999999995
Melbourne,4.040040662791001,-1.5713184794486057,2.4709999999999996
Carlton,-5.489330046454825,0.6573947844342924,-4.83
St Kilda,-3.9655916773628195,-5.799672453793832,-9.764999999999999
Port Adelaide,-4.572014749950009,-14.145872296002203,-18.717999999999996
North Melbourne,-4.113787332929523,-22.806578957195875,-26.922
Richmond,-25.562003613518208,-11.292356500691906,-36.855
Essendon,-22.11171873294754,-15.933961936995454,-38.045
West Coast,-18.629742130241652,-27.885886046768217,-46.515
