id,Home,Away,Venue,Margin,Prob
8148,Adelaide,Geelong,Adelaide Oval,-6.246919529320511,0.4588169908660404
8146,Hawthorn,Western Bulldogs,MCG,18.037506370360862,0.6169757207955651
8147,North Melbourne,Fremantle,Hands Oval,-13.835689475609904,0.4095859563380104
8150,Gold Coast,Brisbane Lions,People First Stadium,-1.418413586040007,0.4906289297134079
8149,West Coast,Port Adelaide,Optus Stadium,-9.411502500895006,0.4381321725485974
8152,Sydney,St Kilda,SCG,38.25220976635323,0.7332169601473482
8151,Essendon,Carlton,MCG,-30.092420401839327,0.3110226470885534
8153,Collingwood,Melbourne,MCG,-0.9380817953995564,0.4938019420383233
