team,orating,drating,combined
Fremantle,16.52187882625285,23.243899310469697,19.882889068361273
Sydney,36.601817378592735,1.9763482687906977,19.289082823691714
Hawthorn,14.755423744337357,13.362712021339576,14.059067882838466
Geelong,24.807829591575587,-2.509188613010325,11.14932048928263
Brisbane Lions,27.563581413937342,-9.188421089549312,9.187580162194015
Carlton,4.373726945501588,7.375053011356455,5.874389978429021
Adelaide,-2.8682217363525564,10.190470350441174,3.661124307044309
Western Bulldogs,11.271467375623997,-5.011775732459398,3.1298458215822995
St Kilda,6.613495753810943,-0.7467530883256083,2.9333713327426674
Melbourne,4.252414448732979,0.5483937217496191,2.400404085241299
Collingwood,-9.117362249279767,11.634412390497282,1.2585250706087576
Greater Western Sydney,0.9008477644946038,-3.3531840983656047,-1.2261681669355005
Gold Coast,3.9862781883151803,-7.445333693360726,-1.7295277525227728
Port Adelaide,-7.316069740934712,1.338104469643993,-2.9889826356453595
North Melbourne,-7.5762850506236425,-11.32946148012699,-9.452873265375317
West Coast,-18.75675863999618,-27.97716962153264,-23.36696413076441
Essendon,-31.310027384669795,-16.30713780594748,-23.808582595308636
Richmond,-35.65625108455724,-24.839508265488956,-30.2478796750231
